class,tweet
0,throw some orange on dat bitch
0,[MENTION] nope. super chocolatey yummy brownies.
0,rt [MENTION]: win % since pile of trash [MENTION] went to new orleans:  [HASH]:1.000 [HASH]:0.0000000000000  [HASH] [HASH]…
0,rt [MENTION]: getting called ugly by a bitch that use to idolize you. [EMOJI] ohhhh well okay... [EMOJI]
0,bruh... [MENTION] soo trash....
0,[MENTION] [MENTION] its not colored in... dumb dick
1,"[MENTION] [MENTION] [MENTION] that band is white trash, and only white trash would buy that album."
0,"ill break any bitch nigga down, i dont care about your size."
0,"stop actin like yu just started wearin ya uggs, bitch i seen you break em out in august"
0,"posted a new song: """"guala"""" [URL] [HASH]"
0,"[MENTION] [MENTION] *sighs* 1. not a bitch. im a woman. learn the difference. 2. i know im fat. 3. its called a scarf, dumbass."
0,[EMOJI][EMOJI][EMOJI] pussy ride dick like she a jamaican / \ / [EMOJI]\  . */. [EMOJI] |. ¥~ ! [EMOJI]. | > \  [EMOJI] $. / [EMOJI]\ ; [EMOJI] ) &[EMOJI]*
0,rt [MENTION]: chicken fries. [MENTION] shake. perfection. [URL]
0,"rt [MENTION]: porn ads be convincing af...""click here and 30 bitches will appear in your bed"" you damn right ima click that shit nigga"
0,[MENTION] [MENTION] lmao he lyin sis! his bitch told me if any light bulb in the whole wide world light up today i ca fuck
0,corey is trash
0,[MENTION] [MENTION] [MENTION] not in florida retard
0,[MENTION]! this bitch is rting hella cheese tweets right after i said i was lactose intolerant!! why you gotta do that to me?! ;c
0,rt [MENTION]: if you buy tickets for transformers 3d they just lock you in an aluminum trash can and toss you from an overpass into rus…
0,[MENTION] was like [MENTION] had some gas cause i hit that bitch one time and ended up talkin shit all night bitch was fried [EMOJI]
0,rt [MENTION]: somebody call an ambulance because these bitches dieing for attention
0,rt [MENTION]: well theres difference between erick erickson and me. ive always understood obama is muslim jihadi sympathizer: [URL]
0,bought that bitch mozzarella sticks. bitches love mozzarella sticks
0,this bitch took her damn eye out like it was a contact! [EMOJI][EMOJI]
0,[MENTION] bitch its not til thursday
0,[MENTION] [MENTION] see bitch this is why you have no friends
0,hurry up nigga this the last key they dont kno where the fiberglass safe at to get in that bitch you need a glass key!
0,"rt [MENTION]: ""nah go talk to ur bitch since she yo crush n shit"" [URL]"
0,marca got so many hoes she confused on what to do
0,rt [MENTION]: side niggas get pussy and main niggas get arguments
0,"[MENTION] you so fucking nasty. you got held to the wrong pussy. im telling , you bet not ever kiss me again!! im breaking up w| u!"
0,rt [MENTION]: thats what sports are about. forget the arrogance & trash talking. its about making people feel like they are a part …
0,rt [MENTION]: i beat the pussy up up up up up...
0,rt [MENTION]: when you and your boys discover a hoe [URL]
0,[URL] kleopatra – ivory skinned nubile kleopatra fingers her shaved pussy [URL]
0,“[MENTION]: im driving myself insane.”fag
0,welp! “[MENTION] me: baby i cooked  bae: whats for dinner?  me: that bitch you been texting [URL]
0,ayee hoe
0,hit a bitch with a car bomb.
0,"""[MENTION]: [HASH] will never be anybodys bitch, they dont let people control or change them."" rigghhht"
0,shoot dice let yo hoe fade me
0,"a bitch can have two black eyes, bloody lip, scalp bleeding, bruises, and a broken arm and still be like ""but i love him!"" lmao"
0,[MENTION] wrong maybe you been dealing with pussies but i dont put up with that crap. if i f*** up telling me i f***** up. keep it real
0,"""[MENTION]: you a woulda coulda shoulda ass hoe [EMOJI][EMOJI]"""
0,i need me a real loyal ass bitch [EMOJI][EMOJI][EMOJI][EMOJI][EMOJI]
0,i like to butt fuck fine ladies. will i choke hold a bitch? well maybe [HASH]
0,“[MENTION]: spitting on people just shows you werent raised right. in another words its a bitch nigga trait.” [MENTION]
0,"[MENTION] like hov said ""we all ghetto b"" lol"
0,"""[MENTION]: let me make a couple tweets off cuzzo page, so i wont get in twitter jail.""lmao bitch dont trick me again"
0,that front flip was trash. thats how i front flip into the swimming pool and land on my back every time.
0,rt [MENTION]: lmao these niggas act like lil bitches
0,[MENTION] [MENTION] your opinion plz. when election over will there be any improvement or will bo still be allowed to trash america?
0,[HASH] [HASH] let him play the entire inning. thats fitting.
1,[MENTION] do you work today niglet?
0,[MENTION] finished the essay and the quiz bitch
1,happy birthday to this coon ass nigga buckcity [MENTION]
0,rt [MENTION]: bruh these hoes psychic now [URL]
0,[MENTION] 5 of us decided to drink everclear and go to a yankees game.. only two made it to their seat
0,"completely off topic, idgaf about that pretty hoe tho"
0,[MENTION] bitch! why cant i retweet your shit?! lol love you! hope youre having a great bday! (:
0,oreos and coffee for brunch. i do what i want!
1,america is white trash and so are all americans.
0,text me instead of playing flappy birds [HASH]
0,jihadis taunting america & spreading paranoia: tents that appeared in a video of a daesh training camp near mosul. [URL]
0,"i wept when [HASH] died, and i weep 35 years later. [HASH] [HASH]"
0,"if she makes a good sandwhich and she give a good blowy, wife dat hoe up. that way you can eat while she eatting"
0,this my dog telling me he is done playing frisbee for now.. lazy mutt [URL]
0,[MENTION] lol nahh bitch dont put yo life on me ole cant drink water after 8 ass nigga [HASH]
0,rt [MENTION]: we all know youre fucking a bitch right now lol
0,"""[MENTION]: im hungry but ionn wanna spend my money on food[EMOJI]""broke hoe problems [EMOJI][EMOJI][EMOJI][EMOJI]"
0,rt [MENTION]: [MENTION] me waiting on you to take me to ny with you to get my nips pierced   [EMOJI][EMOJI][EMOJI][EMOJI]
0,“[MENTION]: ion care about none of these bitches”[EMOJI][EMOJI][EMOJI]
0,my mother even bitched his bitch ass ctfu
0,i know this one hoe on twitter right now thats catfishin shit !!!!!
1,"[MENTION] youll make the team, them niggas trash. lol"
0,i just might buy myself an a-rod jersey [HASH] [HASH] [HASH]
0,"""i dont chase after dudes... i chase after bitches."" - edgar bautista"
0,why jon hates birds. [URL]
0,[MENTION] oil? who said sumthin bout oil? bitch you cookin?
0,"""[MENTION]: 10 birds your grandkids may never see, thanks to climate change [URL] [URL] [HASH]"
0,rt [MENTION]: pics or it didnt happen. or youre the side bitch.
0,“[MENTION]: im so happy in the morning after i shave my pussy cuteness always sets me up for a good day[EMOJI]”u need some dick
0,a tall tee n sum slouch shoes on i couldve fucc yo bitch
0,too many bad bitches last night
0, waaaaittt niggah holllllup [EMOJI] these niggahs come to town start wifen my old sluts 󾌴󾌴󾌴󾌺󾌺 .
0,"[MENTION] ...honestly. thats where im the most retarded and is why stuck as artist hoping for a fair ""dealer/manager"" situation...."
0,[MENTION] bitches dont know if they wanna play basketball or look sexy bro
1,[MENTION] ok wat ever u say whitey. u prolly never even seen shaft.
0,phil hughes looking like the phil hughes of old. 2010. [HASH] [HASH]
0,[MENTION] maybe not but you crow about obama and democrats so you are a mawbar....might as well be a republican.
0,oh its coon bike week in charlotte ok makes sense now
0,rt [MENTION]: <----- not buying bitches vehicles
0,lmfao custy bitches be like ( ) come on in
0,taught me how to hate a bitch
0,"[MENTION] bitches be like.. ""it means something to me"""
0,"[MENTION] yeah, these bitches aint shit tho"
0,why was jorge zimmerman arrested? do prosecutors have a witness that saw zimmy attack traytray? are they afraid of the hoodie pussies?
0,fear the queer [URL]
0,where r the fun twins at [MENTION] im trying to lick cheeto dust and coleslaw off your nips
1,rt [MENTION]: horrible rt [MENTION]: invader zim was trash
0,rt [MENTION]: stick by his side and dont give his pussy up . .
0,fuk dat bitch lol [MENTION] voice
1,george michael such a fag
0,[MENTION] [MENTION] [MENTION] thats all the action youll probably get bitch
0,[MENTION] [MENTION] ask your boy jason keiffer is he still tryna to get his one on one and y he block me [HASH] boy
0,rt [MENTION]: how many hoes do i have ?  　 z 　　 e 　　　 r 　　　　 o 　　　　　o 　　　　　 o 　　　　　o 　　　　 。 　　　 。 　　　. 　　　.
0,rt [MENTION] these bitches [MENTION] @ fine fare supermarket [URL]
0,[MENTION] is gonna find himself a redneck girl one of these days [EMOJI][EMOJI]
0,rt [MENTION]: niggas be mentally dating females they never met before. you on instagram double tapn that ho too much mane.
0,rt [MENTION]: [EMOJI] dawg! “[MENTION]: pet peeve is finding out a cute guy has hoes. i automatically lose interest. i dont compete.”
0,rt [MENTION]: when you realize bae is a hoe [URL]
0,rt [MENTION]: [HASH] on the most corrupt administration ever! [HASH] in the wh & harry reid is his bitch. [URL]
0,"whatever happens, i wont let racism become a big trend again. i refuse. over my fuckin dead body bitches, im mixed i cant be racist"
0,i wish bitches would be straight up wit their friends and tell em they look ugly when they really do and not say they cute [EMOJI] smh
0,sheehey back door cuts still go un guarded! [HASH] [HASH] [HASH]
0,lil bitch ass
0,"im going to dress up as trash for halloween. oh wait, i look like that everyday."
1,[MENTION] fag
0,holy fuck they some bomb ass bitches at buc-ees
0,rt [MENTION]: [MENTION] fr mane on some 100 shit cuff her if she made you that happy in one night cause these hoes for everybody fr
0,[MENTION] where you been at nigglet? i aint seen you in a while.
1,i prefer jameis winston to not speak on tv at all. damn coon.
0,[MENTION] [MENTION] [MENTION] we have a project that could lead into a military program but requires a full op mock up for testing
0,"[MENTION] the black girl is lighter than every other bitch on here! yall needa stop playin, fuckin up darkskin girls body image"
0,rt [MENTION]: customers at like you make the prices... like no bitch i dont
0,"so i bought condoms for my party at rite aid and the lady gave me a dirty look, just now i came back and bought trash bags [HASH]"
0,[MENTION] best o-lineman is a rookie. its him and a bunch of retards i wouldnt trust with a potato gun.
0,guess i will mess with it later! not sure what else to do! maybe trash it! lol!!! not yet maybe after i when the lottery!
0,"[MENTION] gs up, hos down, rush. i mean clearly he likes to party."
0,“[MENTION]: how black bitches drive when they song come on [URL] [MENTION]
0,rt [MENTION]: congressional hopeful richard tisei stops in at bakers swampscott rally. but still no charlie. [HASH] [URL]
1,rt [MENTION]: my old man has a white galaxy phone cuz hes a fag.
0,im not a ho because i think two men and one woman together is a threesome and not a train. [HASH]
0,lmao redskins turnin up
0,"the nerve of people though... cant take nobody serious, i continuously laugh at you hoes."
0,.[MENTION] loves austin: [URL] webber such a boon for [MENTION]. [HASH]
0,rt [MENTION]: i can tell you a freak bitch dont lie to me
0,[MENTION] what i thought bitch
0,"""and bitch you must be lost"" [EMOJI][EMOJI]"
0,"i cant never be no bitch nigga , thats how you get treated like a bitch"
0,im in my bed like half asleep and stuff. but i really want that oreo coffee coolatta.
0,get the fuck over yourself fag. youre an undercover hooker and actually use weave cause youre balding. you are not cute.
0,rt [MENTION]: ill never understand how people can fake an entire relationship? i cant even fake a hello to a bitch that i fucking…
0,da house next door to me been sold to honkies
0,on this 2k14 online hitting on these niggah [EMOJI][EMOJI][EMOJI][EMOJI][EMOJI]
0,nigga yu bitch made [EMOJI][EMOJI]
0,if your main reason for disliking something is because it is popular there is a 100% chance youre a little stupid idiot bitch baby child.
0,nvm its all good nothing is wrong with bitches ((:
0,it aint nothing to cut that bitch off
0,"currently listening to ""the imperial march""   traditionally only played when preparing to slash bitches."
0,[MENTION] go yankees
0,"rt [MENTION]: eat it with milk rt [MENTION]: ""she gotta shape up her pussy lips tho [MENTION]: whole wheat organic pussy …"
0,japanese mature cat with spots has her old pussy split wide and filled with hard cocks [URL]
0,rt [MENTION]: [MENTION] trash cans are always demanding new music from the gawd tyga
0,in da club makin movies. i feel like tyler perry. fuckin niggas bitches.dey like why did.i gt married.
1,rt [MENTION]: rudy gay a faggot for not changing his last name once he got money.
0,[MENTION] [MENTION] hes still a pogue though
0,[MENTION] [MENTION] [MENTION] i just dont wanna get looked at funny when i say nigger in public...
0,[MENTION] the only one of marys friends i like so you other bitches dont exist [EMOJI][EMOJI][EMOJI][EMOJI][EMOJI][EMOJI][EMOJI][EMOJI][EMOJI]
0,[MENTION] [MENTION] yes i like dick and i hate bitches. who am i now?
0,rt [MENTION]: bitch nigga qualities is all you can provide. [EMOJI]
0,rt [MENTION]: when your at the pharmacist and they tell you your medicine will be ready in 15 mins.... wtf bitch its been 30... [HASH]…
0,rt [MENTION]: its [MENTION] birthday i wish you many big booty hoes mane. shit ima turn up for your birthday too
0,rt [MENTION]: bitch said i lie too much bitch you aint worth telling the truth too
0,"“[MENTION]: “[MENTION]: “[MENTION]: i really only like like 3 people in this town, everyone else is a faggot” me” me” me"
0,“[MENTION]: “[MENTION]: dat bird bitch”heavy birdcage bitch” byyyyyyrrrrrrrrrrrrr bitch [EMOJI]
0,funny 2 see gay men with [HASH] profiles bitch on tv about privacy rights.
0,[MENTION] [MENTION] tyler isnt shit faggot go listen to some real music
0,rt [MENTION]: females now a days dont like to do anything freaky because . you niggas gossip about it like bitches .
0,"rt [MENTION]: my momma talm bout these kids party more than their parents  [EMOJI] tf duh, why would you think its ok for you to pussy pop at …"
0,one youre annoying. two you a damn hoe. three you aint about to do a thing. must we go on.
0,[MENTION] dont favorite me you faggot
0,"i got my own rhythm and stroke patterns when im bout to nut, be still bitch."
0,i feel the sorry for the nice people in this world because theyre actually the solution. its all you hoes and assholes thats the problem
0,flabby bird sounds turrible. lol. ill just stick to watching paint dry...
0,"if youre not directly descended from european royalty and upper nobility, then youre not fully human. youre just common gutter trash."
0,big bitches be sayin why yo eyes all on my stomach? bitch why yo stomach all in my eyes
0,help me speed up the process of fucking your bitch..feel me?
0,"""its never too late to tag a bitch.""- [MENTION]"
0,"rt [MENTION]: omg i was coughing and saw wiggas tweet  the fuckkk lol. talk about choking , "
0,"dont you talk when im talking, you better mute it hoe"
0,"im the real tony montana, i got 50 naked bitches on a banana boat"
0,“[MENTION]: now maam ... “[MENTION]: every jawn on here been tryna have they pussy cop a feel on dontes peen””[EMOJI]
0,dmv nigguh dress funny as hell
1,[MENTION] because youre a fag
0,having a bitch come in handy during times like this [EMOJI]
0,all these touch screen phones and hoe u still got flipped [URL]
0,miley cyrus just wants to hump things and smoke weed with her retarded ass.
0,"rt [MENTION]: you cant be like ""let me miss ya sometimes"" bitches take it overboard and shit, i said give me time to miss yo ass not …"
0,[MENTION] the song? about pollo hermanos and heisenberg?
0,when you aint had pussy in a hot minute... [URL]
0,“[MENTION]: bitches be set hoppin like bitch get your life for u get beat up lmao”
0,"neverrr, play me for stupid because im far from it.. you bitches might be stupid. but not me [EMOJI]"
0,"rt [MENTION]: we were at the party last night and p goes...""bro this nigg got on chucks just chillin and dancing w/ all the bitches""..…"
0,"pussy ass people with guns and knifes, foh i appreciate the people still willing to throw hands ^_^"
0,rt [MENTION]: fucking bitches throwing thots
1,"his big ass smile, his eyes is chink."
0,"black guy in class: *attempts to throw a paper ball into the trash* *misses*  mrs. mundy: ""youre a disgrace to your race, marcus"" [EMOJI][EMOJI][EMOJI]"
0,what a bitch.. [HASH]
0,yeah these valley faggots can go fuck themselves
0,rt [MENTION]: i love girls who arent afraid to encourage or compliment the next chick.. bitches hate so much now thats its refreshin…
1,[MENTION] yeah he sucks just like the other fags who are... oh nevermind there are no fags in the [HASH]
0,“[MENTION]: you gotta fuck every race just to see which dick/pussy you like the best.” thot
0,"[MENTION] but you were too busy being a raging bitch and not caring that your ""best friend"" was going through hell so theres my punch [EMOJI]"
0,[MENTION] lol nigga just walk in that hoe looking for girls dont even wanna buy nothing
0,"rt [MENTION]: when you have a good girl, say no to hoes"
0,free bird.
0,"lol [HASH] ""[MENTION]: the baddest bitches be porn stars n strippers"""
0,rt [MENTION]: ungrateful bitches ... [URL]
0,rt [MENTION]: **wow* according to this tweet by [MENTION] obama must have been an uncle tom? [URL]
0,[MENTION]. i wonder what charlie brown would have to say about these days.
0,keep it realer than the next bitch no need for u to ever sweat the next bitch indeed[EMOJI]
0,“[MENTION]: im finna eat some pussy” lmao
0,this hairstylist in the mall gone ask nesha wats under that beenie this bitch said her momma lmfaoooo
0,[MENTION] [HASH] god still share his [HASH] amos 3:7 blessings [HASH]
0,“[MENTION]: “[MENTION]: [MENTION] [MENTION] you tweaking rich homie is trash” you damn near still listen to lil b” wow [EMOJI]
0,i snorted shit with more girls in my presence than a dude lmao coke head bitches..
0,“[MENTION]: pussy prolly taste like heaven [EMOJI]” [EMOJI]
0,"rt [MENTION]: when the rose-colored glasses come off and you still want to be there, true love happens."
0,if uckin love freebees like pom im so duck to have here in hm life
0,[MENTION] [MENTION] bumcia is trash smfh i wouldve thought he would have gone after khan but what you said makes sense
0,mimi trash lol
0,"just dont be offended! its a word, youre just a bitch whos looking for something to bitch about."
0,[MENTION] its yo fault taking a nig out everyday
0,[MENTION] [MENTION] trash aint it
0,look at you lying ass bitches couldnt finish school stripping on ya mind ass bitches
0,i was enjoying nicki minajs song anaconda until she said fuck skinny bitches. lol nah bitch fuck you
0,bored then a hoe in the auditorium [EMOJI][EMOJI] hmu! [URL]
0,rt [MENTION]: new avi thanks to b oreo
0,[MENTION] dude fucking mono sucks and my bed is trash
0,johnny manziel just flipped somebody the bird...
0,choate chokes on twinkies> all the damn time i bet. [HASH] [HASH]
0,"rt [MENTION]: [MENTION] i aint gettin my hands tatted dumb ass, y yo bitch ass leave da bus stop last night, the main was goin"
0,rt [MENTION]: for all those watching that so raven. look at this negro now lol[EMOJI][EMOJI][EMOJI][EMOJI] [URL]
0,why you let these hoes tear what we had apart you shud be beware beware
0,"nah fuck em bitter heat bitches ""[MENTION]: funny seeing heat and bulls fans get along lol"""
0,or faggot rt [MENTION]: guess he got caught saying nigga.
0,gave that bitch an e pill ... bitches love fucking wit they ex
0,“[MENTION]: [MENTION] man i was bouta text all the bitches that ever told me that [EMOJI]”lmao you should
0,[MENTION] you like men faggot.
0,rt [MENTION]: i make bitches fly like peter pand tho
1,[MENTION] hoe dont tweet me
0,"mark teixeira finally stepping up, hr and couple of bbs [HASH]"
0,i dont hit women but id slap tf out a bitch. no close fisted business though thats some cowardly shit.
0,[MENTION] haha shit niggah i wish
0,no more snapchat selfies. no more instagram selfies. no more nothing i will not be a bad bitch a week man what am i going to do [EMOJI][EMOJI]
0,dont fuck widd no baby ass bitch in the words of deja lol
0,[MENTION] rt me to wey i went to the job interview high then a bitch!! straight stanking like dank haha eyes red then a hoe
0,rt [MENTION]: *girls* hey beautiful!! (friendship lasts 2 months)  *bros* sup pussy? (friendship lasts forever)
0,rt [MENTION]: report what u want. but physically chasing/hounding is uncivilised.. [MENTION] ..also in case of bansal/gadkari [MENTION]…
0,"rt [MENTION]: chief keef changed the rap game when he said ""bitch im cooler than a cooler"""
0,now a neighborhood nigga like me aint supposed to get no pussy like this
0,rt [MENTION]: you tell ya business to ah bitch so i cant trust ya
0,[MENTION] get the loredo steak. out dat bitch if u ballin
0,my bitch won ralphy for me. thanks [EMOJI] [URL]
0,"thanks to my nigga coco i smell good then a hoe haha finna pull allllllll the hoes, come smell a nigga [EMOJI][EMOJI]"
0,[MENTION] nah i thought u had to bitches lol didnt know peters girl was one of them lmao
0,"rt [MENTION]: so the woman i deal with is trying her best to make ""entertaining"" a bad word... ""u be entertaining these bitches"" lol"
0,my bitch say im in the dog house fuck you mean
1,you a lame ass nigga still cuffin these hoes my bitch got a bitch with er
0,"roseanne really bums me out. the show, and the woman. on that note, its time to chug some zzzquil."
0,he may be the president but that doesnt necessarily mean hes in the sole position of power in regard to making such decisions.
0,"brooooooo that wingstop went sooooo clutch, i straight ran through that hoe!!"
0,“[MENTION]: watch: prust tries to hit hank during break play [URL] [MENTION] pussy attempt by a pussy [HASH]
0,you bitches wearing leggings everyday are sick. i know yall wore the same pair 3 days in a row you cant fool me
0,got a iphone for business but the sidekick is for the bitches [EMOJI]
1,i hate you niccas! lol [URL]
0,rt [MENTION]: girl: i know you got hoes   me: [URL]
0,they gotta sell they ugliness [EMOJI][EMOJI] “[MENTION]: ugly bitches be the most stuck up ... like bish what [EMOJI][EMOJI][EMOJI][EMOJI]”
0,"rt [MENTION]: lmaoo accurate rt [MENTION]: when bitches see a ""quote with a "" tweet on the tl [URL]"
0,[HASH] matthew 6:26 look at the birds of the air.. and yet your heavenly father feeds them.are you not much more valuable than they?
0,ion fight but it aint no pussy in my heart nigga ion fear nobody but god loose win or draw
0,"""[MENTION]: money getting taller and bitches getting blurry"""
0,[MENTION] keep them around so new bitches know they could be the next ex if they dont stay in line.
0,harvard got the worst hoes cheerleading in america
1,[MENTION] [MENTION] [MENTION] bitch u ugly then hoe
0,rt [MENTION]: [MENTION] half of it will be about how you became ghetto in compton.
0,[MENTION] fr 12 was finna bam a nicca he said yu lucky i jus got a robbery call
1,wake up you stoopid dyke [MENTION]
0,rt [MENTION]: bitches get away with too much behind their social media accounts. popular on twitter and instagram but lame and broke as fuck i…
0,bad bitch contest you in first place [EMOJI] [URL]
0,"rt [MENTION]: my daddy told me not to date a man with soft hands lol... either he doesnt do hard labor or hes a ""faggot""."
0,"rt [MENTION]: last time [HASH] auditions came to dublin, i auditioned [MENTION] and [MENTION]. and a man in a blue monkey s…"
0,[MENTION] [MENTION] yall trash but [MENTION] cold
0,rt [MENTION]: im such a bitch to you. why do you stick around?
0,"rt [MENTION]: big dreams, cause that small goal shit is for the birds."
0,your bitch only wanna fuck when you doing something that has nothing to do with her.like playing video games or watching the game.
0,rt [MENTION]: i dont understand i dont even fuck with these bitches but im so relevant to them though [EMOJI]
0,[MENTION] bitch im real nigga the fuck u mean weak ass nigga i do me i dont pretend to be someone im not so u can shut that shit up fuk boy
0,this bro is just rippin apart a bird about 10 feet from us.. [HASH] [HASH] [URL]
0,[MENTION] certainlt not the paddies
0,blow up the pussy like hussein. bitch look at me crazy like whos sane? [MENTION]
0,rt [MENTION]: lmao you gotta chill rt [MENTION]: you bitches still fat
0,rt [MENTION]: whats the difference between a main & a side bitch ?? shit yall both getting feed lies & dick!
0,.[MENTION] [MENTION] [MENTION] try visiting [MENTION] at night for a real spook!
0,spongebob ass niccas fr
0,rt [MENTION]: austin is so cute like look at him all excited because he got oreos [URL]
0,[MENTION] bitch been on there for ah mintue cdfuuuu
0,rt [MENTION]: sum hoes be smoking to look cute bitch u better inhale that shit wasting weed
0,[MENTION] lil b already to puff for the hoes
0,rt [MENTION]: theres pussy makeup?
0,todays spy ops: (his soles need a cleaning lick lick. i bet this cuties sneaks smell good) [URL]
0,[MENTION] go the gulls. first grade should be a cracker. physical!
1,only americans would hire white trash with ties to international terrorism as police officers.
0,rt [MENTION]: this jimmy fallon prank of getting ny yankees fans to boo robinson cano is amazing. [URL] via
0,rt [MENTION]: whats it like being a cold hearted cunt?
0,“[MENTION]: guys are hoes these days lmao dont fucking indirect me cause i can put you on blast” whos subbin ?
0,all my exes are bitches
1,[MENTION] status report: making a pit stop in canada to rape bitches
0,i got some bitch ass coworkers. i stay late every day last week i dont complain about them mfs. they stay late they send emails that i left
0,"polite, yet militant. [HASH] [HASH] [HASH] [HASH] [HASH] [HASH] [HASH] [URL]"
0,rt [MENTION]: juice should have been dead his bitch ass! [HASH]
0,my brother doesnt know what american horror story is [EMOJI] bitch you lame ass fuck
0,jet lag a bitch
0,do you know where i grew up skippy? [MENTION] [MENTION] [MENTION] [MENTION] [MENTION]
0,guy tweets: i wanna eat some pussy  follower replies: facts!   girl tweets: i wanna suck some dick  follower replies: hoe!!!  not fair
0,lol i told my brother imma good christin girl he said nah u a wholesome hoe lmaoo so bogus who says shit like dat he mean af
0,[MENTION] of course. i was being bitch. learned from my mom how to make a guy feel like hes 1 foot tall.
0,why isnt rogers in the game? what a pussy! no heart. not tough. wheres the out cry? oh hes really hurt? no excuse. cutlers tougher...
0,rt [MENTION]: who spotted the looming yellow crown on tonights [HASH]? [URL]
0,its funny how girls are crying over their nudes being on ig like bitch why you sending nudes to begin with?
0,who needs an alarm when you have the worlds most annoying bird outside your window?!??
0,"nigga you a pussy, hope you got 9 lives."
0,[MENTION] pussy
0,[MENTION] im drunk that hoe by myself bro solo dolo
0,yesterday was an all around good day. great day. saw a lot of people i havent seen in a while and got high as giraffe pussy [HASH]
0,[MENTION] you just a dark ie my nig.. its ok..
0,[MENTION] bitch i work 24 hours a day to protect your freedom fuck you [HASH] [HASH]
0,rt [MENTION]: this kid definitely got the pussy after that game [URL]
0,its ya boi popsley da 83ar aka the real meek mills i was on this earth first pussy [URL]
0,pretty ass niggah. [URL]
0,rt [MENTION]: “[MENTION]: frfr come party wimmie im leavin this shithole til summfest” im leavin dis hoe before that!
0,"rt [MENTION]: bitch you scared to let it off , yo daddy wasnt no dawg. yo mama had more heart than ya daddy bitch ass."
0,a girl who getting it in school and work.... i applaud you! yall the real bitches! yall doing what you do and doing it well!
0,"you little stupid ass bitch, i aint fuckin with you!!!!!"
0,[MENTION] yall got the taxis right now? and can i get the oreo 5s right now if possible?
0,"rt [MENTION]: pulled a dead bird from my garden.   grateful to be out of the hot sun, it winked at me with its rotting eye socket."
0,haha macklemoore was just on my ferry boat bitches. that black caddy !
0,[HASH] rt [MENTION]: 9 cases of west nile virus infections reported in orange county this year; 105 dead birds found carrying virus
0,ios 8 autocorrect is trash rt [MENTION]: my phone be capitalizing the dumbest things!
0,a bitch in my math class right now is actually eating just straight up nutella [EMOJI][HASH]
0,me loving a hoe is ah no no
0,rt [MENTION]: respect the man with vision and a gang of bitches to follow it.
0,[MENTION] [MENTION] fuck off my pussy boi bitch
1,"rt [MENTION]: [EMOJI][EMOJI][EMOJI] rt [MENTION]: gave her that ""move it lil nigger"" push smh.. [URL]"
0,"my side pieces have real jobs, nigga, i dont fuck with no birds"
0,august alsina : ghetto [EMOJI]
0,"black dynamite! [EMOJI][EMOJI][EMOJI][EMOJI][EMOJI][EMOJI] ""all the hoes gone?! my dick harder than slavery!"" *wall-slides*"
0,[MENTION] [MENTION] [MENTION] exactly by folks who cant favor to get into that lovely old stadium.
0,[HASH] give her all da dick u gotta half stroke da pussy bc if u dump dick on dat bitch she gon become extremely anoyin
1,twitter is for fags.
0,rt [MENTION]: these judges are fuckin retarded
0,rt [MENTION]: you left prom camping first day cause youre a bitch boy.
0,[MENTION] cuz ur a sellout bitch fag
0, cause these hoes aint loyal ! and niggahs aint either ! when it go down you callin for hittas that you aint... [URL]
0,rt [MENTION]: biddin with my bitches [HASH]
0,[MENTION] teabaggers are anti american. hows it feel to hate your country?
0,i know these hoes
0,rt [MENTION]: i use the word cunt very loosely
0,"rt [MENTION]: tired of dealing with these hoes , but my dick not [EMOJI][EMOJI][EMOJI][EMOJI][EMOJI]"
0,"""imma tie that bitch up in the basement and donkey-fuck her ass for two weeks straight"" hahahahahahahahaha [HASH] [HASH]"
0,rt [MENTION]: or the “i was sleep” curve.. really bitch ? u slept from 1am to 11pm huh.. smh
0,dealing with your bitch ass is so annoying
0,"my bitches pop that pussy,pop that gum and pop pills"
0,slut ass queen bee bitch.
0,“[MENTION]: when girls take my snap backs and beanies lol[EMOJI] thats 35 dollars a hat and 40 for the ax beanies [EMOJI]”i dont let them take it
0,[HASH] this bitch has his nose pierced [EMOJI][EMOJI][EMOJI][EMOJI][EMOJI][EMOJI][EMOJI][EMOJI] [URL]
0,"""[MENTION]: [MENTION] io io alu record ho vine sai pe hahahaha"" lol anywaaaaaays..... haha"
0,rt [MENTION]: nooo i left my papers in the basement n my niggah getting some cakes down there -.-
0,"we got mob ties/ and all my hoes gangstaz too/mob wives/ bad bitches,but i dont spend alotta… [URL]"
0,i bet u john elway gets way more pussy than john dorsey.
0, she was mad for like 5 mins got over it and hit him right back up lol she care about that niggah . [URL]
0,my nigga is a bad ass bitch forreal forreal [EMOJI][EMOJI][EMOJI]
0,"bout to get some twitter bitches, my twitter fame raising dawg [HASH]"
0,trey songz can sing but cant actually right a good song. trey songz is only relevant because of thirsty black bitches
0, fuccccck that was ma niggah from cali swag 󾍆󾍀 r.i.p jayare .
0,rt [MENTION]: no one told me the military is the worst place to be a bitch trying to get all emotional ontop babe
0,[MENTION] lol me and [MENTION] just sit there and make fun of him. i cant stand that fag
0,quote this with your best racist comment i need them for this white bitch comin at my black side llab
0,dear spoiled suburban bitch...
1,white trash okies dont count as real white people. to count as a white person you have to count a person. okies arent people.
0,"if you get into an argument with someone and say, ""have a nice life & good luck in ohio."" thats a ""fuck you, bitch leave."""
0,rt [MENTION]: but she a hoe tho right? [EMOJI] [URL]
0,fuck my ex bitch
